词库,词库名,分类,关卡,网格大小,难度,单词数,最小长度,最大长度,平均长度,单词列表,有特殊字符,错误
junior9,九年级全册,初中,330,10,hard,9,5,8,5.9,SEPARATE|SUNNY|EIGHTY|THING|ILLNESS|FEELING|KEVIN|INDIA|LAUGH,否,否
junior9,九年级全册,初中,331,10,hard,7,5,5,5.0,OWNER|CRIME|WHERE|OCEAN|SCARF|SENSE|CHEAP,否,否
junior9,九年级全册,初中,332,10,hard,6,5,9,6.3,MALAYSIA|DIRECTION|NORWAY|ALONG|ALONE|WORSE,否,否
junior9,九年级全册,初中,333,10,hard,6,5,6,5.5,FINISH|NEARLY|SILENT|REACH|SOLVE|MIGHT,否,否
junior9,九年级全册,初中,334,10,hard,5,5,7,6.0,COMPARE|CLOSE|PROJECT|ROUND|SOCCER,否,否
junior9,九年级全册,初中,335,10,hard,7,5,9,6.4,DANGEROUS|CHEAT|FEELING|ITSELF|HAYES|ITALY|STRAIGHT,否,否
junior9,九年级全册,初中,336,10,hard,5,5,8,6.2,HOSPITAL|CRAYON|ROPEWAY|CLIMB|ALIEN,否,否
junior9,九年级全册,初中,337,10,hard,7,5,9,5.9,PIANO|AFTERNOON|SYMBOL|STUDY|FRONT|COUNT|INVITE,否,否
junior9,九年级全册,初中,338,10,hard,5,5,7,5.6,PANCAKE|MODERN|TOUCH|COUNT|THEME,否,否
junior9,九年级全册,初中,339,10,hard,8,5,9,6.4,DELETE|DRIVER|SUPERHERO|ROPEWAY|VIDEO|ELDER|STEAL|WHATEVER,否,否
junior9,九年级全册,初中,340,10,hard,8,5,9,6.1,FAMILY|MOONLIGHT|NEARLY|SERVANT|MONDAY|PLANT|ANGRY|TASTE,否,否
junior9,九年级全册,初中,341,10,hard,7,5,8,6.3,RECYCLE|CHICKEN|SUBJECT|WHOSE|WHALE|WEIGH|ENGINEER,否,否
junior9,九年级全册,初中,342,10,hard,6,5,7,5.8,QUIETLY|WITHOUT|ITALY|GUARD|DRESS|THANKS,否,否
junior9,九年级全册,初中,343,10,hard,8,5,8,5.5,HURRY|HOSPITAL|LEAST|AFTER|THEIR|EIGHT|VISIT|LISTEN,否,否
junior9,九年级全册,初中,344,10,hard,7,5,6,5.6,NORMAL|AFRAID|FRIEND|OTHER|SMILE|SMALL|LONELY,否,否
junior9,九年级全册,初中,345,10,hard,6,5,8,6.3,SPEECH|ANYWAY|ENTER|REPORTER|CLEAR|SUNSHINE,否,否
junior9,九年级全册,初中,346,10,hard,7,5,7,5.7,FORTY|TASTE|NOISY|ACHIEVE|CONCERT|SHIRT|PIERCE,否,否
junior9,九年级全册,初中,347,10,hard,7,5,9,5.6,EVERY|HOUSEWORK|ABOVE|KATIE|KEVIN|THINK|IVORY,否,否
junior9,九年级全册,初中,348,10,hard,6,5,8,6.0,MALAYSIA|START|TOWARDS|REPORT|PANDA|AWAKE,否,否
junior9,九年级全册,初中,349,10,hard,7,5,9,6.9,PRACTICE|PERFECT|PALACE|SOMEBODY|PRIME|INVENTION|TRULY,否,否
junior9,九年级全册,初中,350,10,hard,7,5,9,6.1,ACTIVE|BREAKFAST|SCREEN|EARTH|KOREA|PARTNER|KATIE,否,否
junior9,九年级全册,初中,351,10,hard,5,5,7,5.8,SNAKE|WILDAID|SILLY|CLERK|FINALLY,否,否
junior9,九年级全册,初中,352,10,hard,8,5,9,5.8,CANADA|SINGER|FANTASTIC|ORSON|ABOUT|THICK|SNAKE|NOISE,否,否
junior9,九年级全册,初中,353,10,hard,8,5,7,5.6,PAINT|TRAIN|TITANIC|QUITE|RESULT|READY|TRENT|HALLWAY,否,否
junior9,九年级全册,初中,354,10,hard,7,5,7,5.6,PURPLE|LANTERN|BOSTON|SHORT|FIRST|MIGHT|SCENE,否,否
junior9,九年级全册,初中,355,10,hard,6,5,9,7.0,HOMETOWN|PERFORM|KINDNESS|INVENTION|ALONE|SENSE,否,否
junior9,九年级全册,初中,356,10,hard,8,5,8,6.0,DUMPLING|MANAGER|SOCIAL|SENIOR|MOVIE|BLOCK|BRAVE|REALLY,否,否
junior9,九年级全册,初中,357,10,hard,7,5,7,5.9,CARMEN|CLASSIC|FACTORY|WASTE|MADAM|RIGHT|SUBWAY,否,否
junior9,九年级全册,初中,358,10,hard,6,5,7,5.5,FINISH|WHITE|ORSON|GREEN|MARCH|MEANING,否,否
junior9,九年级全册,初中,359,10,hard,7,5,7,6.0,JESSICA|JASON|STAMP|PERFORM|WEEKEND|FORCE|CHOOSE,否,否
junior9,九年级全册,初中,360,10,hard,6,5,7,5.8,ALFRED|MASTER|FRIDAY|CHECK|CLOCK|SUCCESS,否,否
junior9,九年级全册,初中,361,10,hard,7,5,7,6.3,GARDEN|ENGLISH|HANDBAG|ADVISE|BOSTON|LIGHT|OPENING,否,否
junior9,九年级全册,初中,362,10,hard,8,5,9,6.0,TOTAL|RATHER|GRADE|CHARACTER|SCARED|SUBWAY|UNDER|DRAGON,否,否
junior9,九年级全册,初中,363,10,hard,8,5,7,6.1,FINALLY|INSECT|COURAGE|LATER|ARTICLE|WEIGH|TREAT|PATTERN,否,否
junior9,九年级全册,初中,364,10,hard,6,5,8,6.0,RELAXING|ALONE|RATHER|REACH|ABOUT|CHINESE,否,否
junior9,九年级全册,初中,365,10,hard,7,5,9,6.7,CHRISTMAS|PHYSICS|MATCH|MAGAZINE|EXPERT|SHALL|RECEIVE,否,否
junior9,九年级全册,初中,366,10,hard,6,5,7,5.7,STAND|MISTAKE|EVENT|DRINK|ROUND|WILDAID,否,否
junior9,九年级全册,初中,367,10,hard,7,5,7,5.6,OFFICER|CLEAN|ABOUT|BEHAVE|PRIDE|THREE|APPEAR,否,否
junior9,九年级全册,初中,368,10,hard,8,5,7,5.6,BOSTON|WOUND|SHOOT|SPEAKER|SIXTY|PUPIL|WOULD|REQUEST,否,否
junior9,九年级全册,初中,369,10,hard,5,5,6,5.4,BEHAVE|THEME|ERASER|CLARA|FAIRY,否,否
junior9,九年级全册,初中,370,10,hard,7,5,7,5.4,CATCH|HONEY|POUND|POPCORN|CAMERA|DREAM|LEARN,否,否
junior9,九年级全册,初中,371,10,hard,7,5,8,5.9,CLARA|CLERK|ACHIEVE|CORNER|OCEAN|OFFER|RESTROOM,否,否
junior9,九年级全册,初中,372,10,hard,6,5,8,6.3,PRACTICE|TREASURE|SKIRT|UNFAIR|HONOR|DECIDE,否,否
junior9,九年级全册,初中,373,10,hard,7,5,8,5.9,REACH|COMPUTER|MUSEUM|MINUTE|AWFUL|WHEEL|DELETE,否,否
junior9,九年级全册,初中,374,10,hard,9,5,8,6.0,WHEEL|HOMETOWN|WORSE|SEPARATE|EXAMPLE|SINCE|COULD|RESULT|BREAD,否,否
junior9,九年级全册,初中,375,10,hard,7,5,7,5.7,NERVOUS|ITSELF|SAYING|WHICH|HOBBY|SWING|PRETTY,否,否
junior9,九年级全册,初中,376,10,hard,6,5,7,5.7,MOSTLY|EARRING|MOSCOW|PIANO|PRIZE|IVORY,否,否
junior9,九年级全册,初中,377,10,hard,7,5,9,6.3,SATURDAY|ADVANTAGE|BORING|HOBBY|BRIAN|GRAVY|ABSENT,否,否
junior9,九年级全册,初中,378,10,hard,8,5,5,5.0,MATCH|DIARY|DANCE|MAGIC|BRAIN|TIRED|DRINK|STAND,否,否
junior9,九年级全册,初中,379,10,hard,9,5,9,6.0,MORNING|REPAIR|CAPITAL|CHAIR|HABIT|MARIA|SPACE|BOARD|TRANSLATE,否,否
junior9,九年级全册,初中,380,10,hard,6,5,7,5.5,DISCUSS|CHORE|PUNISH|PLANT|CHALK|TRUST,否,否
junior9,九年级全册,初中,381,10,hard,7,5,8,6.0,STRAIGHT|SPEND|PARDON|GRANDPA|MOUTH|TABLE|LITTER,否,否
junior9,九年级全册,初中,382,10,hard,8,5,9,6.0,THROUGH|HOTEL|DIFFICULT|ISLAND|SALAD|ALONG|MONDAY|GLOVE,否,否
junior9,九年级全册,初中,383,10,hard,5,5,6,5.2,TASTE|MARIA|BEACH|ALONG|DANGER,否,否
junior9,九年级全册,初中,384,10,hard,9,5,8,5.6,WHALE|LIVELY|YELLOW|SPELL|STORY|REACH|SNOWY|ANGRY|HOMEWORK,否,否
junior9,九年级全册,初中,385,10,hard,8,5,7,5.8,TWICE|TRUTH|COFFEE|ALONE|ANCIENT|EASTERN|REACH|COTTON,否,否
junior9,九年级全册,初中,386,10,hard,6,5,7,6.2,UNLUCKY|BECAUSE|PALACE|EXACTLY|SALAD|WASTE,否,否
junior9,九年级全册,初中,387,10,hard,5,5,6,5.6,SLIVER|SHOULD|MARIE|GRADE|UNLESS,否,否
junior9,九年级全册,初中,388,10,hard,9,5,8,6.6,STYLE|TEAMMATE|STRAIGHT|TRAINING|FARMER|TOMORROW|AVOID|SISTER|GLASS,否,否
junior9,九年级全册,初中,389,10,hard,7,5,6,5.3,EUROPE|FAULT|CHEER|KEEPER|NORTH|ENTER|PEACE,否,否
junior9,九年级全册,初中,390,10,hard,7,5,9,6.6,AMAZING|ACCORDING|TALENTED|CHANCE|ELBOW|NURSE|SINGER,否,否
junior9,九年级全册,初中,391,10,hard,8,5,7,5.4,MARIE|INVITE|CLASSIC|EVENT|SHARE|SCOOP|SAINT|CLIMB,否,否
junior9,九年级全册,初中,392,10,hard,9,5,8,6.3,HOMETOWN|HEAVILY|WEEKDAY|TEACHER|HELLO|OUTGOING|FIGHT|CHINA|AMONG,否,否
junior9,九年级全册,初中,393,10,hard,8,5,7,5.5,THROUGH|THOSE|HUMAN|DRINK|KOREA|SCENE|STICK|SCROOGE,否,否
junior9,九年级全册,初中,394,10,hard,5,5,8,5.6,SKATE|ANCESTOR|BREAK|STUDY|HURRY,否,否
junior9,九年级全册,初中,395,10,hard,8,5,8,5.6,GUIDE|EXCUSE|COAST|BEFORE|CLOSE|UNTIL|TRENT|POLITELY,否,否
junior9,九年级全册,初中,396,10,hard,6,5,7,5.7,MOTHER|ADVISE|WOULD|RADIO|WATCH|UNIFORM,否,否
junior9,九年级全册,初中,397,10,hard,7,5,5,5.0,WHILE|WHOSE|MIGHT|MATCH|SKIRT|TOTAL|CHEAT,否,否
junior9,九年级全册,初中,398,10,hard,5,5,7,6.0,HELPFUL|INSECT|GRADE|LANTERN|QUICK,否,否
junior9,九年级全册,初中,399,10,hard,7,5,6,5.3,BRIAN|LATER|LIGHT|CLEVER|STYLE|SLIVER|CHAIR,否,否
junior9,九年级全册,初中,400,10,hard,6,5,6,5.7,ANIMAL|NOODLE|STREET|BASIC|CLERK|GARDEN,否,否
junior9,九年级全册,初中,401,10,hard,6,5,6,5.3,SALAD|ANSWER|FAMILY|CREAM|SUGAR|RIVER,否,否
junior9,九年级全册,初中,402,10,hard,6,5,9,6.2,OTHER|DIRECT|PERCENT|ENCOURAGE|MODEL|FAULT,否,否
junior9,九年级全册,初中,403,10,hard,7,5,7,5.9,WARMTH|WORLD|MYSTERY|FATHER|SPECIAL|REPLY|STYLE,否,否
junior9,九年级全册,初中,404,10,hard,9,5,8,5.9,ABOVE|OPPOSITE|SITCOM|NOTICE|METHOD|PRIME|HOUSE|SHAKE|EXCITED,否,否
junior9,九年级全册,初中,405,10,hard,10,5,7,5.2,VALUE|DEATH|WORLD|MODEL|BLOOD|HOTEL|HUNDRED|PLANE|BLIND|BEGIN,否,否
junior9,九年级全册,初中,406,10,hard,5,5,5,5.0,STAMP|TRULY|MUSIC|SHARK|DANCE,否,否
junior9,九年级全册,初中,407,10,hard,8,5,8,6.0,JACKET|COMPETE|ENJOY|OPENING|INTERNET|PLANT|GREAT|STILL,否,否
junior9,九年级全册,初中,408,10,hard,6,5,9,6.5,INVENTION|HUSBAND|HEAVILY|AFFORD|FIGHT|WORRY,否,否
junior9,九年级全册,初中,409,10,hard,5,5,7,6.0,MACHINE|BUTTER|BETTER|COUPLE|UNDER,否,否
junior9,九年级全册,初中,410,10,hard,7,5,8,6.4,WIDELY|DESCRIBE|MYSELF|USUALLY|LANTERN|BROWN|BANANA,否,否
junior9,九年级全册,初中,411,10,hard,6,5,7,6.0,CENTRAL|OUTSIDE|PASSAGE|ADULT|SENSE|ENJOY,否,否
junior9,九年级全册,初中,412,10,hard,6,5,6,5.2,COULD|SQUARE|SHOUT|SKIRT|TIGER|ORDER,否,否
junior9,九年级全册,初中,413,10,hard,6,5,7,5.7,CENTURY|MOUTH|COUNT|PARTNER|FRESH|METAL,否,否
junior9,九年级全册,初中,414,10,hard,9,5,7,5.9,ALWAYS|WALLET|ENGLISH|EXAMINE|SNOWMAN|DANCE|MOVIE|SUGAR|OFFER,否,否
junior9,九年级全册,初中,415,10,hard,7,5,6,5.4,DINNER|NOBODY|THANKS|TOUCH|SCORE|BECKY|ARGUE,否,否
junior9,九年级全册,初中,416,10,hard,6,5,8,6.2,ALMOST|SCISSORS|EXACTLY|BERLIN|BLOOD|CLOCK,否,否
junior9,九年级全册,初中,417,10,hard,8,5,8,5.8,TOTAL|KEYBOARD|OFTEN|INDIA|BOSTON|HAPPY|PAULA|PANCAKE,否,否
junior9,九年级全册,初中,419,10,hard,5,10,10,10.0,CONVENIENT|IMPORTANCE|BLACKBOARD|PREDICTION|STRAWBERRY,否,否
junior9,九年级全册,初中,420,10,hard,5,10,10,10.0,EXCITEMENT|STEPMOTHER|EVERYTHING|DICTIONARY|RESOLUTION,否,否
junior9,九年级全册,初中,421,10,hard,5,10,10,10.0,HEADMASTER|DIFFERENCE|GOVERNMENT|TELEVISION|BACKGROUND,否,否
junior9,九年级全册,初中,422,10,hard,5,10,10,10.0,PROTECTION|DISAPPOINT|BASKETBALL|FLASHLIGHT|COMPLETELY,否,否
junior9,九年级全册,初中,423,10,hard,5,10,10,10.0,FRIENDSHIP|DISCUSSION|SUCCESSFUL|SUGGESTION|CREATIVITY,否,否
junior9,九年级全册,初中,424,10,hard,5,10,10,10.0,ESPECIALLY|THEMSELVES|UNDERSTAND|GEORGETOWN|INTERESTED,否,否
junior9,九年级全册,初中,425,10,hard,5,10,10,10.0,EXPERIENCE|EXPRESSION|DIFFICULTY|TECHNOLOGY|COMPETITOR,否,否
junior9,九年级全册,初中,426,10,hard,5,10,10,10.0,RESTAURANT|AUSTRALIAN|STEPSISTER|VOLLEYBALL|EARTHQUAKE,否,否
junior9,九年级全册,初中,427,10,hard,5,10,10,10.0,FAITHFULLY|INVITATION|GIRLFRIEND|POPULATION|EVERYWHERE,否,否
junior9,九年级全册,初中,428,10,hard,5,10,10,10.0,INSTRUMENT|BELIEVABLE|ELECTRONIC|CHOPSTICKS|UNIVERSITY,否,否
junior9,九年级全册,初中,429,10,hard,5,10,10,10.0,WATERMELON|UNEXPECTED|STONEHENGE|IMPOSSIBLE|ENDANGERED,否,否
junior_all,初中全部,初中,1,6,easy,3,4,4,4.0,WAKE|BEAR|HOLE,否,否
junior_all,初中全部,初中,2,6,easy,3,4,4,4.0,FIVE|SALT|PAGE,否,否
junior_all,初中全部,初中,3,6,easy,3,3,4,3.7,MILK|SINK|SHY,否,否
junior_all,初中全部,初中,4,6,medium,3,3,5,3.7,POP|LEG|MONEY,否,否
junior_all,初中全部,初中,5,6,medium,5,4,5,4.4,WOUND|WISE|STAR|GAME|EXTRA,否,否
junior_all,初中全部,初中,6,6,medium,4,3,5,4.2,ITS|FAST|SCARF|KATIE,否,否
junior_all,初中全部,初中,7,6,hard,4,5,5,5.0,EARTH|ALIEN|LARGE|THEIR,否,否
junior_all,初中全部,初中,8,6,hard,4,5,5,5.0,GRASS|SHOUT|QUEUE|SCORE,否,否
junior_all,初中全部,初中,9,6,hard,3,5,5,5.0,SORRY|SMELL|BLACK,否,否
junior_all,初中全部,初中,10,7,easy,4,3,4,3.5,CRY|ROOM|FOOD|FOX,否,否
junior_all,初中全部,初中,11,7,easy,4,3,4,3.8,EXAM|FACE|FUN|MIND,否,否
junior_all,初中全部,初中,12,7,easy,4,3,4,3.5,HAM|TERM|TAXI|RUN,否,否
junior_all,初中全部,初中,13,7,easy,3,3,4,3.7,FROM|RULE|EAT,否,否
junior_all,初中全部,初中,14,7,easy,4,2,4,3.5,SO|STOP|PORK|GIRL,否,否
junior_all,初中全部,初中,15,7,easy,4,3,4,3.8,WAIT|ARMY|DUE|MENU,否,否
junior_all,初中全部,初中,16,7,medium,5,3,5,4.4,LIFE|HIS|TOAST|WHOLE|NOISY,否,否
junior_all,初中全部,初中,17,7,medium,4,3,6,4.5,HUNGRY|HER|SUGAR|SURE,否,否
junior_all,初中全部,初中,18,7,medium,4,3,5,4.2,BUT|ADULT|WOULD|UNIT,否,否
junior_all,初中全部,初中,19,7,medium,6,3,5,4.3,PAIR|CANDY|DAN|LUNCH|ROUND|WITH,否,否
junior_all,初中全部,初中,20,7,medium,4,5,6,5.2,CRUEL|ENTRY|GHOST|GALAXY,否,否
junior_all,初中全部,初中,21,7,medium,4,4,6,5.2,CINEMA|LIVELY|JULY|NOVEL,否,否
junior_all,初中全部,初中,22,7,hard,4,5,6,5.2,MUTTON|SLEEP|JEANS|THESE,否,否
junior_all,初中全部,初中,23,7,hard,5,5,6,5.8,DIVIDE|PRETTY|DRIVER|SIGHT|SLEEPY,否,否
junior_all,初中全部,初中,24,7,hard,3,5,6,5.3,POLICY|LEAST|RAPID,否,否
junior_all,初中全部,初中,25,7,hard,4,5,6,5.5,STUDIO|ITSELF|MODEL|MOVIE,否,否
junior_all,初中全部,初中,26,7,hard,5,5,6,5.2,EXCUSE|CHEAT|PAINT|DRAMA|SIXTY,否,否
junior_all,初中全部,初中,27,7,hard,5,5,5,5.0,COUNT|CHALK|ANGRY|CLONE|SUNNY,否,否
junior_all,初中全部,初中,28,8,easy,4,3,4,3.5,COLD|DIE|PET|LEFT,否,否
junior_all,初中全部,初中,29,8,easy,2,3,4,3.5,JOY|BODY,否,否
junior_all,初中全部,初中,30,8,easy,4,3,4,3.5,RAT|TIE|SEND|SPOT,否,否
junior_all,初中全部,初中,31,8,easy,4,4,4,4.0,CENT|MEAT|TOFU|HOST,否,否
junior_all,初中全部,初中,32,8,easy,4,3,4,3.8,TEN|PALE|PICK|SICK,否,否
junior_all,初中全部,初中,33,8,easy,4,3,4,3.5,MEAL|WILD|WAY|DAD,否,否
junior_all,初中全部,初中,34,8,easy,4,3,4,3.8,RICH|CAVE|ASK|SIDE,否,否
junior_all,初中全部,初中,35,8,easy,4,3,4,3.8,RIDE|DIG|TAKE|SALE,否,否
junior_all,初中全部,初中,36,8,easy,4,3,4,3.5,WAR|THAT|THIS|AIR,否,否
junior_all,初中全部,初中,37,8,medium,6,3,5,4.2,LOCAL|COOK|BOTH|SOCKS|SIR|ACHE,否,否
junior_all,初中全部,初中,38,8,medium,7,3,5,4.1,PAM|ALBUM|MAN|APRIL|DYING|GOD|MEDAL,否,否
junior_all,初中全部,初中,39,8,medium,7,3,5,4.3,CON|OFFER|COUGH|OAK|BRING|BALL|SLIDE,否,否
junior_all,初中全部,初中,40,8,medium,5,3,6,4.8,SALAD|CUT|CHANGE|DRINK|STARE,否,否
junior_all,初中全部,初中,41,8,medium,7,3,6,4.6,SOCIAL|WISELY|LONG|COAST|SANTA|SEA|ILL,否,否
junior_all,初中全部,初中,42,8,medium,4,4,6,5.2,FRIEND|HARM|AFTER|MIDDLE,否,否
junior_all,初中全部,初中,43,8,medium,5,4,6,5.2,SELL|SHOULD|EFFORT|FAULT|PRIDE,否,否
junior_all,初中全部,初中,44,8,medium,6,3,6,4.5,THEIRS|INCH|SLOW|POWER|SIX|WEIGH,否,否
junior_all,初中全部,初中,45,8,medium,7,3,6,4.4,LAZY|NOSE|SLIVER|BILL|CLICK|ICY|LEVEL,否,否
junior_all,初中全部,初中,46,8,hard,5,5,7,6.2,CHESS|SUBJECT|HANDBAG|RULER|PRETEND,否,否
junior_all,初中全部,初中,47,8,hard,6,5,7,5.3,THINK|TOWARDS|PLATE|FAIRY|TRICK|YOURS,否,否
junior_all,初中全部,初中,48,8,hard,5,5,7,5.6,PURPOSE|SUDDEN|PANDA|BOARD|RURAL,否,否
junior_all,初中全部,初中,49,8,hard,4,5,7,5.5,GUIDE|CHORE|PILOT|PREVENT,否,否
junior_all,初中全部,初中,50,8,hard,6,5,7,5.7,NOISE|BLENDER|TOUCH|CANCER|FETCH|CORNER,否,否
junior_all,初中全部,初中,51,8,hard,5,5,7,5.4,ORSON|SIXTH|JAPAN|STEAM|GRANDMA,否,否
junior_all,初中全部,初中,52,8,hard,5,5,6,5.4,FRENCH|REMIND|CRIME|CLERK|WOMAN,否,否
junior_all,初中全部,初中,53,8,hard,5,5,6,5.6,BURGER|BOSTON|STORM|KOALA|MATTER,否,否
junior_all,初中全部,初中,54,8,hard,5,5,5,5.0,HAYES|PARTY|STILL|SKATE|BUILD,否,否
junior_all,初中全部,初中,55,9,easy,5,4,4,4.0,HOME|MILE|ELSE|POST|PART,否,否
junior_all,初中全部,初中,56,9,easy,5,3,4,3.6,OUT|SWIM|SUIT|SET|WAVE,否,否
junior_all,初中全部,初中,57,9,easy,5,4,4,4.0,COKE|DIET|RENT|ROAD|NEED,否,否
junior_all,初中全部,初中,58,9,easy,4,2,4,3.2,FISH|ME|BIKE|SSH,否,否
junior_all,初中全部,初中,59,9,easy,5,3,4,3.6,GLUE|UGH|CORN|HOUR|NBA,否,否
junior_all,初中全部,初中,60,9,easy,5,2,4,3.4,LEAF|SOAP|SHE|STEP|TO,否,否
junior_all,初中全部,初中,61,9,easy,5,3,4,3.8,COME|HEAR|HOLD|PAL|DOWN,否,否
junior_all,初中全部,初中,62,9,easy,5,2,4,3.6,FOLK|OF|KIND|NONE|SING,否,否
junior_all,初中全部,初中,63,9,easy,4,2,4,3.2,SKIN|NEW|KEEP|IN,否,否
junior_all,初中全部,初中,64,9,medium,8,3,5,4.2,FRESH|TEACH|RIVER|HOPE|NOT|NOTE|WHILE|LOW,否,否
junior_all,初中全部,初中,65,9,medium,8,3,6,4.8,LEADER|SISTER|TOO|MATCH|PROVE|PAIN|INK|CANYON,否,否
junior_all,初中全部,初中,66,9,medium,8,3,6,4.2,CAN|CLOSE|EASILY|SHOCK|STAY|NEAR|EDGE|LAY,否,否
junior_all,初中全部,初中,67,9,medium,5,4,6,4.8,LOUD|NORWAY|FURRY|GIFT|MAORI,否,否
junior_all,初中全部,初中,68,9,medium,8,3,6,4.1,OVER|POEM|POLISH|CHILD|HOT|TALE|CAT|HUGE,否,否
junior_all,初中全部,初中,69,9,medium,8,3,6,4.4,WEST|SUN|SUNDAY|PRISON|BRIAN|YEAR|AIM|RAIN,否,否
junior_all,初中全部,初中,70,9,medium,8,3,5,4.5,EXACT|EIGHT|TAPE|GRADE|STORY|SIGN|DRY|SNAKE,否,否
junior_all,初中全部,初中,71,9,medium,8,3,6,4.2,MEND|PLAYER|END|FAME|PLAN|EMILY|NORTH|TAG,否,否
junior_all,初中全部,初中,72,9,medium,6,4,6,4.7,PUBLIC|DULL|MOST|BASE|AVOID|TREAT,否,否
junior_all,初中全部,初中,73,9,hard,8,5,6,5.8,RETIRE|RIGHT|TOMATO|MODERN|SILVER|PENCIL|TWICE|BRAZIL,否,否
junior_all,初中全部,初中,74,9,hard,6,5,7,6.3,SURFACE|CONCERT|REPLACE|YOUNG|SHAKE|CONNECT,否,否
junior_all,初中全部,初中,75,9,hard,5,5,8,6.8,SITCOM|RELAXING|DESSERT|INTEREST|CAUSE,否,否
junior_all,初中全部,初中,76,9,hard,5,5,8,6.6,RECORD|OPPOSITE|SEVERAL|DOZEN|CABBAGE,否,否
junior_all,初中全部,初中,77,9,hard,6,5,8,5.7,RELAX|PRACTICE|DESERT|DANCE|FIGHT|DRESS,否,否
junior_all,初中全部,初中,78,9,hard,6,5,6,5.3,COMMA|ROUTE|PEOPLE|SAUCE|UNTIL|ASLEEP,否,否
junior_all,初中全部,初中,79,9,hard,7,5,7,6.0,THIRTY|TORONTO|WORKING|PRINT|UNDER|INDOORS|GRAPE,否,否
junior_all,初中全部,初中,80,9,hard,6,5,7,5.5,START|TOWER|NEARBY|SWING|RUSIA|BIOLOGY,否,否
junior_all,初中全部,初中,81,9,hard,5,5,5,5.0,KOREA|FORCE|LEAVE|AGAIN|ELBOW,否,否
junior_all,初中全部,初中,82,10,easy,5,3,4,3.4,VCD|CAR|WIND|WARN|ART,否,否
junior_all,初中全部,初中,83,10,easy,5,3,4,3.6,HERS|MESS|SIT|TALK|ADD,否,否
junior_all,初中全部,初中,84,10,easy,5,2,4,3.6,SAVE|LADY|YOUR|AN|ONCE,否,否
junior_all,初中全部,初中,85,10,easy,4,3,4,3.5,SUCH|HUG|DAY|EACH,否,否
junior_all,初中全部,初中,86,10,easy,5,4,4,4.0,THEM|HERE|DONE|TOUR|BLUE,否,否
junior_all,初中全部,初中,87,10,easy,5,4,4,4.0,TALL|TEEN|FEED|DRUG|HIGH,否,否
junior_all,初中全部,初中,88,10,easy,5,3,4,3.8,JEW|MINE|MALL|CAMP|FALL,否,否
junior_all,初中全部,初中,89,10,easy,5,4,4,4.0,SIZE|BELT|LUCK|LEND|CUTE,否,否
junior_all,初中全部,初中,90,10,easy,5,2,4,3.6,LOST|NO|SILK|LATE|NEXT,否,否
junior_all,初中全部,初中,91,10,medium,8,4,6,4.9,RICE|RUSSIA|STRONG|ESSAY|SPOON|SAIL|GLASS|PEEL,否,否
junior_all,初中全部,初中,92,10,medium,8,4,6,4.9,CANDLE|CHIP|TIME|ENERGY|QUILT|QUIET|LESS|GREET,否,否
junior_all,初中全部,初中,93,10,medium,8,4,6,4.8,OCEAN|CHOOSE|WASH|WISH|SHORTS|FORK|STAGE|GLAD,否,否
junior_all,初中全部,初中,94,10,medium,8,3,6,4.6,KICK|ICE|KNEE|JUST|JUICE|CENTER|STAND|REVEAL,否,否
junior_all,初中全部,初中,95,10,medium,5,4,6,4.8,PARADE|BEAN|LATER|MACAO|EVEN,否,否
junior_all,初中全部,初中,96,10,medium,8,3,6,4.5,QUICK|MATH|CLAY|CLEAR|GOOD|HONEY|SPREAD|POT,否,否
junior_all,初中全部,初中,97,10,medium,8,3,5,4.1,HALF|FAN|SHINY|SCARY|GOAT|LAB|WORRY|BEAT,否,否
junior_all,初中全部,初中,98,10,medium,7,3,6,4.4,ISLAND|BUSH|HEAT|PENNY|TASTE|NET|RUDE,否,否
junior_all,初中全部,初中,99,10,medium,8,3,6,4.5,PITY|PAY|THIN|SKILL|MONKEY|BELOW|BRAND|WHOM,否,否
junior_all,初中全部,初中,100,10,hard,9,5,9,6.6,YOGURT|PRIMARY|INTRODUCE|ATTITUDE|LEGEND|GREAT|FRONT|HUNDRED|LITTER,否,否
junior_all,初中全部,初中,101,10,hard,6,5,8,6.3,CLOTHING|GERMANY|COLLEGE|FUTURE|MIGHT|PIANO,否,否
junior_all,初中全部,初中,102,10,hard,5,5,9,6.4,THICK|TELEPHONE|CEREMONY|ELDER|COVER,否,否
junior_all,初中全部,初中,103,10,hard,7,5,9,7.0,CUPBOARD|ANXIOUS|ADVANTAGE|SYMBOL|CHEAP|HARDLY|EIGHTEEN,否,否
junior_all,初中全部,初中,104,10,hard,6,5,5,5.0,HELLO|USUAL|WRONG|WINDY|NEVER|IVORY,否,否
junior_all,初中全部,初中,105,10,hard,8,5,9,6.2,SMILE|SURPRISED|FOURTH|PORRIDGE|RIDDLE|THING|BEHIND|QUEEN,否,否
junior_all,初中全部,初中,106,10,hard,8,5,9,6.6,PRICE|MANAGER|MASTER|KEYBOARD|CASUALLY|BLANK|FEVER|NOSEBLEED,否,否
junior_all,初中全部,初中,107,10,hard,6,5,8,6.5,TOPIC|INJURE|DISABLED|SHOCKED|FLOOR|EVERYONE,否,否
junior_all,初中全部,初中,108,10,hard,7,5,9,6.3,FIELD|RAINSTORM|SAYING|SOCIETY|GRANNY|SPEND|MOSCOW,否,否
